title,time,article
又一位大师辞世！今年已痛失15位两院院士,2020年05月04日 20:57,原标题：又一位大师辞世！今年已痛失15位两院院士 澎湃新闻记者 钟煜豪 中国科学院院士，中国农工民主党党员，第八、九届全国政协常委，中国农工民主党第十、十一、十二届中央常委，全国教育系统劳动模范，人民教师奖章获得者，厦门大学化学化工学院教授张乾二先生于2020年5月3日20时33分安详辞世，享年93岁。 5月4日，厦门大学化学化工学院官网发布了上述消息，目前，网站已整体调为黑白色。 公开资料显示，张乾二曾任厦门大学化学化工学院院长。1991年当选为中国科学院学部委员（院士）。 他早年师从卢嘉锡教授，打下了扎实的结构化学基础，并参与了水溶液中培养晶体、研制粉末衍射仪的照相机等研究；1963年参加唐敖庆教授举办的“物质结构”研讨班，在配位场理论研究方面获得突破，1982年该工作获国家自然科学奖一等奖。张乾二在“文革”中开始钻研、上世纪80年代完成的休克尔矩阵图形方法已被写入《结构化学》教科书。其课题组完成的“多面体分子轨道”等研究，1989年获国家自然科学奖二等奖。上世纪90年代，他带领课题组开展价键理论计算程序化的攻坚研究，并在世纪之交编制出价键从头算程序VB-XIAMEN99，性能优于国际上的其他程序。 他曾写道，未来的科技发展是年轻人的。爱因斯坦提出相对论时只有26岁，肖克利发明晶体管时也是30多岁，普朗克建立量子论时也不过40岁，科学家的创新高峰期都在30至40岁之间。青年包袱少，敢想敢干，因而更具创新的活力和潜质，只要他们刻苦努力，甘于寂寞，沉下心来做学问，在新的世纪一定会有所成就。科学研究没有捷径。 “不囿于传统，勇于挑战现实和人生，是一个科学家应该具备的条件。而事实上，正是这种对待人生的态度，也会给你带来生活的乐趣。我常想，作为一个老师，我可以和许多人不一样，我可以做很多自己想做的事，说自己要说的话，这是一个人活着的最大的价值。”张乾二表示。 张乾二逝世后，今年共和国痛失的两院院士达到15位。 今年1月，中国工程院院士、我国著名叶轮机械与动力工程专家蒋洪德，中国工程院院士、著名神经药理学家池志强，中国科学院院士、著名加速器物理学家方守贤，中国科学院院士、著名物理学家李方华4人逝世。 2月，中国科学院院士、著名生态学家孙儒泳，中国工程院院士、机械制造与自动化专家段正澄，中国科学院院士、著名药学家周同惠，中国工程院院士、著名公路工程专家沙庆林，中国工程院院士、著名农业工程学家蒋亦元5人逝世。 3月，中国工程院院士、著名大地测量学家、教育家宁津生，中国工程院院士、清华大学建筑学院教授李道增，中国科学院院士、著名植物资源与植物化学家周俊，中国工程院院士、骨科专家卢世璧4人逝世。 4月，中国工程院院士、我国化纤领域奠基人郁铭芳逝世。
到处要出示健康码 男子潜逃24年后无奈自首,2020年05月04日 20:49,原标题：到处要出示健康码，男子潜逃24年后无奈自首 5月3日17时许，太阳还没下山，天气依旧十分闷热。一位中年男子拖着疲惫的步伐走进了杭州乔司派出所，“警官，我要来投案自首。” 这一句话马上引起了民警注意。“是什么事情要自首？”民警叶钱枭引导他坐下后问道。 然而他还没有开口叙述，就忍不住崩溃的情绪，抽噎起来。。。。。 男子杀人后潜逃24年 没有身份证和手机，靠打零工为生 男子说自己叫时某，甘肃省清水县人，24年前因为一件琐事和同村的村民起了争执后，就逃离了家乡。 民警经调查，时某的确在1996年6月份伙同他人将同村村民伤害致死后潜逃至今。 时某，1972出生，今年48岁。而眼前的男子看上去有50多岁，他的平头短发大半已经花白，身上的T恤很旧，黑色的皮革鞋上积满了尘土，显得又旧又脏，过得十分落魄。 时某说到了今天的地步，他觉得自己已经寸步难行。 原来，24年来时某一直没有身份证和手机。当年出逃时，他没有带行李和随身物品，这么多年一直在全国各地漂泊，靠打零工为生。 因为害怕被抓，时某不敢和家里有任何联系，“当年我爸妈已经六七十了，我连电话也没有。” 他不敢和别人交往，也不信任别人，多年一直单身。因为没有身份证和手机，这么多年他一直在工地干活，现金结算工资。 他在每个落脚点都不敢多待，在温州待了一年，便考虑换一个地方。 前段时间，他听一位工友说杭州余杭乔司工地多，方便打工。他便搭了工友的顺风车到了乔司。 然而他没想到的是，他来了杭州余杭才发现自己没办法再逃了。 来杭州打工，拿不出绿码只能流浪 走投无路之下投案自首 时某说，5月1号他到了杭州余杭以后，想去找工地打工，但工地的负责人要他拿出身份证和绿码，想去租房也要这两样东西，入住宾馆也不给住，想去商店买东西，还要求绿码和查体温。处处都要检查登记。 因为没有身份证和绿码，他找不到住处，只能在街头流浪。身上的钱也所剩无几。到了第三天，他已经觉得自己无路可走。被逼得没有办法了只好到乔司派出所投案自首。 “杭州管的太严了，我没有地方去，心里憋得慌。” 至此，时某24年的逃亡生涯终于落下帷幕。待办理相关手续后，该时某将被移交甘肃省清水县公安机关调查处理。 来源：杭州日报（ID：hangzhoudaily）通讯员 刘艳萍 记者 钟玮
曝孙杨最后时刻提出上诉 能否翻身在此一举,2020年05月04日 23:30,原标题：曝孙杨最后时刻提出上诉 能否翻身在此一举 据美国著名游泳刊物《游泳世界》（Swimming World）报道，上周四，在上诉截止日的最后时刻，孙杨就2月28日被CAS禁赛8年的裁决向瑞士联邦法庭提起上诉。根据之前报道，这样的上诉成功率微乎其微。如果孙杨上诉失败，那么他的职业生涯将就此结束。但从理论上来说，孙杨还有一丝机会。 北京时间2月28日，CAS公布裁决书，孙杨被禁赛八年，即日起生效。中国游泳协会主动发声，表示遗憾的同时，力挺孙杨“维权”。孙杨表示自己会上诉。律师张起淮发布声明，将在30日内向瑞士联邦法庭提起上诉。原定于3月28日是其上诉的最后期限，但因为疫情原因，瑞士联邦最高法院于3月20日起关闭了所有业务，为此，孙杨的上诉期限也被延期到上周四，而他也在最后时刻提出上诉，希望驳回CAS（国际体育仲裁法庭）赞同WADA（世界反兴奋剂机构）的裁决。不过，目前瑞士联邦法院并没有确认上诉细节，但据《游泳世界》报道，瑞士联邦法院已经打开了一个案件档案，里面有“孙杨案”的编号。只是到目前为止，还没有对上诉进行听证的时间表。 尽管已经提起上诉，但孙杨胜诉的可能性微乎其微。按照相关条例，瑞士联邦法院在处理上诉时不会考虑具体案情，其管辖权侧重于法律方面，仅有以下五点理由，才能让其推翻CAS的决定：一、独任仲裁员之指定或仲裁庭之组成违规；二、仲裁庭对其自身管辖权之有无认定有误；三、仲裁庭超裁或漏裁；四、违反程序的基本原则；五、裁决有违瑞士公共政策。值得一提的是，去年11月，在前往仲裁法庭（CAS）听证孙杨案件前，孙杨的法律团队至少两次就程序和法律问题向SFT提出上诉，但均被驳回。根据瑞士联邦法院过往判决结果，上诉成功的机率只有不到7%。 近期关于孙杨的舆论环境越来越差，4月央视到中国游泳队进行采访并报道，孙杨已经不在国家队名单中。有意思的是，随后网上就出现了孙杨入选国家游泳队的文件，孙杨再次被推上舆论风波中，很快中国游泳协会声明：孙杨处于禁赛期，之前通知集训文件作废。因为在禁赛期，孙杨不能跟随国家队训练，中国游泳队还因此被国际泳联问责。 尽管按照《华盛顿邮报》报道，从明年1月1日起，WADA将就检测程序和资质问题实施新规，孙杨的禁赛将从8年缩短为仅仅的11个月。当这些传言并没有得到官方的确认。因此可以说，此次上诉到瑞士联邦法院，已经是孙杨的最后一搏了，如果上诉失败，那么他的职业生涯将就此结束。 红星新闻记者 何鹏楠
一家4口坠入黄河两日下落不明 家属:“死要见尸”,2020年05月04日 20:44,原标题：陕西宜川一家4口坠河两日下落不明 搜救工作仍在进行 据陕西宜川县政府消息，5月2日16：20分左右，陕西省延安市宜川县壶口镇昝家山村黄河大桥下游约700米处发生一起坠河事件，4人落水并被水冲走。 5月4日，坠河者王某区的堂弟王先生告诉红星新闻记者，5月2日，王某区带着怀孕五个月的妻子廖某霞，儿子王某、刘某东，和母亲自驾前往孟门山景区附近游玩，途中除母亲以外4人落水并被水冲走，至今下落不明。 据了解，孟门山位于陕西延安市宜川县，在距壶口瀑布下游五公里处，“十里龙槽”下方，在黄河谷底的河床中，有两块梭形的巨石，巍然屹立在巨流中，形成两个河心岛。 “先是我哥的儿子王某落水，然后我哥去救，也落水了，接着廖某霞和儿子刘某东也在救人途中落水。”王先生称，看到儿子落水后，下去救是作为父亲的本能，在4人落水后，附近游客当即报警，当天晚上9时许，他们从延安市志丹县赶到事发地，“警方已拉警戒线，我哥的车在离事发地远一点的岸边，车里有一双鞋，没有手机，应该是他们随身带着了。”王先生说。 王某区的另一位家属表示，他们在知此消息后，通过爱心人士联系了雷霆救援队进行搜救，在5月3日上午10点多展开救援，到现在为止一直在帮忙搜救，但始终没有消息。 据陕西宜川县政府消息，事件发生后，宜川县委、县政府立即成立事件调查处置工作组，组织人员开展搜救。目前，落水人员搜救工作仍在进行，有关情况正在进一步调查核实之中。 关于事发点是否属景区范围，王先生称，王某区一家当时没从景区大门进入，而是在距离景区入口二三十米处下车游玩时，发生坠河事件。“他们是从309国道附近的路口下车游玩的，路边指示牌写着距离孟门山景区还有多少米，恰好此处有一路口，可以看到有一条河，很多人在浅滩游玩，我哥一家觉得也是景区，就下去玩了。” 而据家属现场观察及了解，他们认为落水地点为旅游景区范围，而路口附近没有安全警示标志，也没有采取任何安全防护措施。红星新闻记者就此联系孟门山景区及附近酒店，均未得到相关回复。 宜川县政府外宣办宋姓工作人员称，有关坠河事件目前还没有新进展，红星新闻记者向该工作人员求证家属所说内容，暂未得到回复。 王先生告诉红星新闻记者，王某区今年38岁，其与怀孕五个月的妻子廖某霞为重组家庭，王某区在家里排行老大，还有一个弟弟和一个妹妹。当天王某区的父亲在上班，没有参与此次旅游，得知此事后父亲也赶来现场。“现在两个老人的情绪十分不好，不吃不喝，特别是王某区的母亲，今天来河边指认现场，情绪崩溃后又一次晕了过去。”王先生说，现在已经不抱希望了，但是“死要见尸”，目前希望当地政府能加大力度展开搜救，帮忙寻找失踪人员下落。 红星新闻记者 李文滔 罗丹妮
疫情暴发3个月后 特朗普支持率持平最高纪录？,2020年05月04日 21:46,原标题：疫情暴发3个月后，特朗普支持率持平最高纪录？ [文/观察者网 鞠峰]随着新冠疫情席卷全美，确诊人数突破115万，许多人推测这次疫情会给2020年底的美国大选带来深刻影响。 4月30日，民意调研机构盖洛普（Gallup）发布的报告显示，民众对于特朗普总体工作的满意率达到49%，不仅拉回了4月初调查下降的6个百分点，还持平了他的个人最高纪录。而对于他“抗疫”工作的满意率虽然较3月降低了10%，但仍有50%的美国人表示认可他的工作。但值得一提的是，最近一次调查实行时，特朗普还没有发表“注射消毒剂”的惊人言论。 英国媒体《经济学人》5月2日发表最新美国选情报道，使用“多层次回归与事后分层法”（MRP）的统计方法，分析了舆观（YouGov）调查网的原始数据。 MRP统计模型显示，如果大选发生在当下，那么参与投票的白人中，41%会投给拜登，51%会投给特朗普——特朗普将领先10%。而2016年希拉里在这一群体中输给特朗普15%。 模型显示，如果一个州的工薪阶层白人占选民的大多数，拜登的支持率比希拉里·克林顿要高11%；反之则低6%（见下图），这可能对最终的大选产生意想不到的影响。2016年，希拉里在威斯康星州、密歇根州与宾夕法尼亚州惜败，而拜登目前在这三个州都有微弱的领先；此外，拜登在亚利桑那州的得票也可能好于希拉里，该州正是中西部战场上最有可能左右最终选举的州。 但是，拜登对于非白人与青年选民的吸引力则稍显尴尬。 舆观的数据显示，非裔美国人对拜登的支持率要高于特朗普72%——数据很好看，但2016年，希拉里的这个数字达到80%；拉丁裔美国人也有此倾向。换句话说，跟上次大选相比，特朗普正在获得更多黑人与拉丁裔美国人的支持。 至于青年选民，他们中的大多数都是民主党人，相较于希拉里，这次支持拜登的可能更少。对于拜登的好消息是，这部分群体的投票率一直都偏低——据美国人口调查局统计，2016年他们中只有43%参与投票，《经济学人》的模型分析显示30岁以下青年只有53%会参与大选投票。而且他们大多都集中在民主党最安全的那几个蓝州中，结合美国选举人团制度，对于最终选情的影响可能比实际更小。 特朗普可能会继续享受选举人团制度的红利，因为美国的几个农业州都倾向共和党，且持有不成比例的大量选举人票。据模型推算，特朗普可能会在大众选票上输2-3%而依旧拿下超过半数的选举人票。 截至目前，拜登在支持率上仍领先特朗普6%，如果大选在今天举行，他很可能会成为下一任总统，但距离11月的最终选举还有半年，一切都还言之过早。
微视频：青春之路,2020年05月04日 10:00,原标题：微视频丨青春之路 战“疫”中的逆行青春 哭过 笑过 爱过 痛过 奋斗过 这是最美的青春记忆 这是属于他们的青春荣光 总监制丨杨华 监制丨耿志民 制片人丨韩任伟 编导丨彭裔然 剪辑丨卢维明 包装丨齐欢 统筹丨寇琳阳 杨山 歌曲丨《如意》《七月上》 部分素材来源：武汉广播电视台
习近平关切事：青春的颜色是什么？,2020年05月04日 22:38,原标题：习近平总书记关切事丨青春的颜色是什么？ （在习近平新时代中国特色社会主义思想指引下——新时代新作为新篇章·习近平总书记关切事） 青春的颜色是什么？ 新华社上海5月4日电  题：青春的颜色是什么？ 新华社记者姜微、许晓青、魏婧宇 奋斗是青春最亮丽的底色。 习近平总书记指出，青春由磨砺而出彩，人生因奋斗而升华。 五四青年节之际，新华社记者走访全国多地，倾听青年心声，他们正在各条战线上勇做走在时代前列的奋进者、开拓者、奉献者，让青春在奉献中焕发绚丽光彩。 青春是火红的 4月末，吉林省长春市农安县开安镇柳树洼村已到了玉米地打垄、下籽的关键阶段。从省里下到开安镇挂职的“90后”副镇长李文政提着苹果去看望对口包保的已脱贫户朱万才一家。 老朱全家5口人，3人有身体残疾，2人有智力障碍。去年李文政为老朱家申请了一台轮椅，方便出行，但没想到今年农历新年里新冠肺炎疫情来势汹汹。“老朱家这种困难情况少有，民政系统对他家已做到了全部托底。但疫情一来，对我们基层脱贫攻坚出了一道‘加试题’，这家人病不起。”李文政说。 李文政和镇上干部讨论应对方案，目前主要靠“一对一”牢牢把握每户动态，定期打电话、上门探望，发现问题第一时间处理，摸索一套长效机制。“杜绝一切因为突发疫情或慢性病等可能导致的返贫。”他说。 李文政老家在湖北孝感，春节返乡过年时，家乡疫情吃紧，他努力调整心情，在做好防疫隔离的同时，一直惦记千里之外的开安镇乡亲。返岗复工后，李文政赶紧往村里跑。在朱万才家，说起湖北疫情，老人也为李文政“捏一把汗”。老人嘱咐道：“孩子啊，年轻人到基层搞扶贫、搞防疫，国家指望你们，你们在一线多保重。” 今年是决胜全面小康、决战脱贫攻坚的收官之年，也是实现“两个一百年”奋斗目标的历史交汇之年。习近平总书记强调，新时代中国青年要继承和发扬五四精神，坚定理想信念，站稳人民立场，练就过硬本领，投身强国伟业，始终保持艰苦奋斗的前进姿态，同亿万人民一道，在实现中华民族伟大复兴中国梦的新长征路上奋勇搏击。 李文政毕业于上海交通大学。他说，一直深深记得当年入学第一课讲到交大人的“西迁精神”，讲的就是爱国奋斗，与党和国家、与民族和人民同呼吸、共命运。这就是我们的红色基因。 习近平总书记说，一代人有一代人的长征，一代人有一代人的担当。 “背起行囊，到西部去！”上海交大应届博士毕业生、红军后代梁晴雪已多次响应国家号召赴藏，用知识和智慧支援当地脱贫攻坚。她加入大学生志愿服务西部计划，到拉萨市服务一年。她还带着研究生社会实践项目入藏，运用学科专业到青藏高原推广装配式建筑技术，切实帮助高海拔地区提高施工质量，缩短工期，提升效率。 2003年以来，上海交大累计有17批183人参与大学生志愿服务西部计划。 青春是洁白的 “结束防疫隔离、恢复日常上班已一周多，但脑海里不时还会闪回在金银潭医院的日日夜夜：洁白的防护服、护目镜上浓浓的水雾，还有病人们充满期待的眼神……” 1990年出生的上海市普陀区中心医院重症监护室男护士王冬麟在五四青年节向记者回忆，作为首批驰援金银潭医院重症病区的护士，他一干就是67天。初步算来，王冬麟穿医用防护服、戴医用N95口罩，在缺氧状态下连续服务患者，累计超过250小时。 习近平总书记说，面对突如其来的新冠肺炎疫情，全国各族青年积极响应党的号召，踊跃投身疫情防控人民战争、总体战、阻击战，不畏艰险、冲锋在前、真情奉献，展现了当代中国青年的担当精神，赢得了党和人民高度赞誉。 在4.2万多名驰援湖北的医护人员中，有1.2万多名是“90后”，其中相当一部分还是“95后”甚至“00后”。 对护士来说，防护服太笨重，弯腰解决不了的专业技术动作一律靠下蹲或跪着解决；透过起雾的护目镜，病人的静脉血管很难找到，男护士更要向女护士学习，加倍耐心。 “病人眼神里充满了对生命的渴望，这是一种巨大触动，时时在激励我一定要拼尽全力去抢救！”王冬麟说，在金银潭医院时，天天“与死神赛跑”，夺回一条条生命，在高强度下一定要确保自己的专业医护动作不走形，这靠的是理想信念。3月19日，王冬麟在抗疫一线加入中国共产党。 疫情之下，医护人员、社区工作者、国门“守门员”、人民警察、科技人员、车间工人、田间农民、快递小哥、出租车司机、归国留学生……各行各业的中国青年勠力同心、并肩作战。 在英国伦敦攻读艺术学位的曹元元3月下旬飞抵上海时，得到了机场海关志愿者的悉心帮助，这令她一度感动落泪。后来，她毫不犹豫主动申请到上海市嘉定区某隔离点参加志愿服务。 从感动到付诸行动，曹元元之后，更多归国留学生参与到社区防疫工作中。曹元元说：“多年以后回望这段特殊经历时，想到当时的我没有退缩，没有缺席这场战‘疫’，一切都值得。” 青春是翠绿的 习近平总书记说，青年是整个社会力量中最积极、最有生气的力量，国家的希望在青年，民族的未来在青年。 春天的呼伦湖，积雪渐融，万物复苏。湖畔的野生动物救护繁育中心一派生机勃勃，40多名青年环保志愿者正在打扫清理野生动物的活动场地，不时用镜头记录下动物们的互动瞬间。 “呼伦湖是这一方水土的母亲湖，保护这片湖水和这里的动物，是每个人的责任。”活动组织者、呼伦贝尔环保志愿者协会会长代守扬说。 在她看来，环境保护已成为我们草原青年日常生活的一部分。31岁的她几年前辞职，专心从事环保工作，2016年发起成立环保志愿者协会，当地青年积极参与，每年开展草原捡垃圾、生物多样性保护、垃圾分类宣传等近百场公益活动，累计吸引4000多人次参与。 面向未来，中国青年恰如春天的内蒙古大草原生机勃勃。2019年，代守扬在世界经济论坛“全球杰出青年社区”活动上，与各国青年代表分享了自己的环保实践。她说：“世界的环保事业，不能缺少中国青年的力量。” 近年来，中国青年志愿者总量大幅攀升。他们奉献爱心，并将公益理念传播到海内外。 在汶川地震中劫后余生，如今专门从事青年志愿者工作的杜灿灿说：“志愿服务不仅在偏远山区，我们每个人身边也有很多需要帮助的人。从身边做起，从社区开始，让志愿服务常在。” 奋斗的青春是火红的、洁白的、郁郁葱葱的，是绚丽多姿的。中国青年将奋斗作为青春的底色，让青春在为祖国、为人民、为民族、为人类的奉献中焕发出更加绚丽的光彩！（参与采写：董小红、王婧媛、郭敬丹）
穿越平凡的伟大！他们有一个共同的名字,2020年05月04日 21:11,原标题：穿越平凡的伟大！他们有一个共同的名字 央视网消息（焦点访谈）：在“五四”青年节到来之际，习近平总书记寄语新时代青年强调：“青春由磨砺而出彩，人生因奋斗而升华。面对突如其来的新冠肺炎疫情，全国各族青年积极响应党的号召，踊跃投身疫情防控人民战争、总体战、阻击战，不畏艰险、冲锋在前、真情奉献，展现了当代中国青年的担当精神，赢得了党和人民高度赞誉。”在新时代青年中，就有这样一群人，他们岗位不同，但都有一个共同的名字：志愿者。在疫情防控中，哪里有需要，哪里就有他们的身影。他们的点点微光，汇聚力量，温暖人心。我们现在就去认识几位青年志愿者。 随着国内疫情防控形势全面向好，人们的出行安排也慢慢开始恢复正常。为了应对这一变化，南京南站也将具有体温检测功能的出站口数量从4个增加到了6个。这天下午出现了一点小状况，东二和西二出站口的测温点供电出现了问题，车站的志愿者们需要将这边的旅客引导至其他的4个出口。 殷学强，1995年出生的他本职工作是南京一家培训机构的老师。今年1月27日，在河南老家过年的小殷看到了南京团市委发出的疫情防控动员令，就不假思索地订购了返程车票。2月1日，小殷正式开始他在南京南站的防疫工作。这里的志愿者们分为早晚2个班次，每班工作6个小时，人手紧张的时候，很多人都是直接做满一整天12小时。 最近，随着复工复产的全面启动，志愿者们也需要回到原本的工作岗位上。但是看到很多特殊场所的志愿者需求依然很大，小殷他们便开始更加严格地规划自己的时间，很多志愿者在下班之后还要赶到服务点工作几小时后才回家休息。 其实，疫情期间并不是殷学强第一次接触志愿者工作。从2015年开始，他参与公益活动已经有了6年的时间。小殷觉得，志愿者的工作并不宏大，但是贵在坚持。 广州市从化区的旺城西社区处于城乡结合地带，辖区中心有两家商场包围着一个市场，人员构成复杂，外地人口多，人口流动较大。对于这样的区域，扫健康码、追踪人员流动情况、关注隔离人员返家后的身体状况，类似的工作到了疫情防控常态化阶段依然十分重要。这天，接到社区方面提出的需求，从化区青年志愿者协会的志愿者们准备再次对几个重点区域进行排查。 疫情暴发后，从化区青年志愿者协会会长孙金光第一时间组织志愿者走上街头，宣传抗疫知识，辅助社区防疫工作。像这样的测温和排查工作，每当有社区提出需求，他们都会立即组织人手做出响应，已经不记得做过了多少次。 这样的工作很琐碎，很枯燥，甚至有时还会引起别人的不快。但是孙金光觉得，志愿者工作的延续，是巩固抗疫成果的重要保障。 在本次疫情期间，除了有经验的志愿者之外，还有很多人加入其中，并且不断成长着。 于永峰2019年10月召集自己身边的60多位摩托车骑行爱好者，创立了志愿者队伍，最初的目的是配合济南交警开展交通文明宣传。谁知道队伍刚刚成立3个多月，新冠肺炎疫情暴发，社区内的防疫人手不足。队员们立刻就冲上了抗疫工作的第一线，从社区管控到防疫消杀，到处都能看到他们的影子。 1992年出生的金衍虎是一名退伍军人，平时的本职工作是一名交警辅警。除了年轻人的朝气和冲劲之外，小金在照顾别人方面也显得格外体贴细心。 虽然人们的经济生活重启，但是社区居民平日里主要购物的小型商铺仍然没有完全恢复营业，去离家较远的大型超市和集贸市场买菜对于很多老年人来说是一个不小的负担。疫情期间，金衍虎和队员们一直承担着帮老人采购的工作。 在疫情防控进入常态化之后，志愿者的工作依然没有停下。山东省公安厅去年开始实行电动车挂牌政策，最近随着复工复产的全面启动，需要给电动车挂牌的市民比较多，积压下来的挂牌工作量比较大。在金衍虎的联络下，队员们开始辅助交警为市民开展义务挂牌工作。 济南市历下区交警大队第三中队队长孙健说：“这项工作我们的压力很大，因为疫情耽误了两个月时间。有他们的帮助，我们心里更有底，这样的工作我们推进就会更快。” 志愿者的工作其实无处不在，经过这次抗疫工作的洗礼，小金觉得，他们的队伍好像发生了一些变化。他说：“我感觉经过这次大的战‘疫’以后，让我们每个人都有了更好的方向，让我们变得更成熟了，知道怎么去服务好这个社会，怎么为国家去作一些贡献。” 1995年出生的上海女孩儿曹元元从英国归国入境时在网络上发布的一段视频打动了很多人，很多电视和网络媒体都报道了她的故事。 隔离期结束之后，曹元元回到了自己入境后曾经居住过的隔离点，像那些曾经帮助过关怀过她的志愿者一样，照料着在这里隔离的一百多名归国人员的生活。 外防输入是现阶段疫情防控的重点，从被别人帮助到帮助别人，曹元元的身份发生了转变，才更加明白这份工作的意义。她说：“每一个小的环节，比如说跟社区医生对接、跟楼上保安对接，每个环节都要配合得非常好，每一个人都要付出。我觉得真的不容易，这场抗疫能够现在取得这样的成绩，那得多少人作出贡献和努力。” 对于媒体报道带来的关注，元元坦然给她带来了一点小压力。在远程视频课程结束之后，元元把她的经历告诉了远在英国的导师。她说：“导师回了一封邮件给我，他用了大写的单词‘LOVE’。最后的一句话就是说，你真的应该为你是一个中国人而感到骄傲。” 两名归国留学生在看到了曹元元的故事之后被打动，也加入了隔离点志愿者的行列。元元觉得，这种志愿者精神的传递是更让她感动的收获。她说：“我觉得这件事情，比我本人做志愿者这件事情更有意义，更有价值。我个人觉得是温暖在不断地传递，因为我受到了那些防护人员对我的帮助，那些工作人员对我的帮助，然后我把这份帮助、这份爱心、这份温暖传递给下一个。” 武汉青山区志愿者华雨辰的本职工作是一名音乐老师。疫情暴发初期，为了鼓励抗疫，她号召学生们用手机录下自己的歌声，在媒体的帮助下，合成了《夜空中最亮的星》。在这场新中国成立以来感染范围最广、传播速度最快、防治难度最大的疫情之下，全国各地涌现出了数不清的志愿者们，用平凡却不可或缺的工作汇聚起一股巨大的能量。他们的故事或许被广为传颂，或许默默无闻，但是他们都在用自己的方式，像夜空中闪亮的星星一样守护着他们心爱的城市。让我们记住他们可爱的样子，也记住那份坚守与奉献。 据了解，从疫情暴发到4月底，全国各地开展疫情防控志愿服务项目超过29.8万个，参与疫情防控的注册志愿者达584万人，记录志愿服务时间达1.97亿小时。如果是一滴水，就要滋润一寸土地。无论平时还是特殊时期，我们都能从志愿者平凡的身影中看到不凡，而志愿者精神更会在他们挺身而出的每一个角落闪闪发光！
连花清瘟胶囊能起哪些作用？钟南山说了三点,2020年05月04日 21:23,原标题：连花清瘟胶囊能起哪些作用？钟南山说了三点 北京时间5月4日20时，外交部和卫健委联合邀请中国工程院院士钟南山为留学生答疑解惑。 钟南山介绍，连花清瘟胶囊的成分包括麻杏石甘汤，再加上红花。这次实验做得比较认真。离体实验发现，连花清瘟胶囊对病毒抑制作用有一些，但是很弱。但是它的好处是，连花清瘟对病毒引起的细胞损伤、炎症有很好的修复作用。 连花清瘟胶囊有以下作用：第一，服用后患者症状改善得比较快，比对照组早两天。第二，患者CT片子的恢复得比对照组快。第三，患者体温下降有显著性差异，发热有时间缩短。 但是，服用后能否使病毒转阴，实验组与对照组有缩短，但是没有显著性差异。80%以上患者都属于普通型新冠患者，连花清瘟胶囊比较适合普通的新冠肺炎患者。钟南山说：“进行实验后，我有底气、有证据来说，连花清瘟真的有效。” 北京日报客户端 | 记者 李如意
钟南山：我不赞成群体免疫 这要牺牲很多人,2020年05月04日 21:20,原标题：钟南山：我不赞成群体免疫 这要牺牲很多人 5月4日晚，在青年节到来之际中国工程院院士钟南山和在海外的留学生连线，根据眼下国际抗疫的局势，给各国留学生们提出科学有效的防疫建议。对于群体免疫这个说法，钟南山院士表示他不赞成这个办法，因为要牺牲很多人才能得到群体免疫，且现在疫情高发国家的感染人数离可以群体免疫还差很远。 中国工程院院士 钟南山：20%在欧洲也有，最高的报道是25%，这个数字是离所谓的群体免疫差的很远。这个病群体免疫，一般要百分之六、七十的人感染以后才有这个可能，现在百分之二十几，远远没达到。我并不太赞成这个做法，要牺牲很多人，就算1%，比流感也是高了十几二十倍，甚至一百倍。你要是2%、3%，那更不得了，那得牺牲很多人才能得到群体免疫。我不认为这个办法（可行），我们有很多办法，我们能预防、我们能防护、我们会争取时间、争取制成疫苗，我想在中国不能靠这个所谓的群体免疫。 
31省区市新增1例确诊,2020年05月05日 07:35,原标题：31省区市新增1例确诊 5月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1例，为境外输入病例（在上海）；无新增死亡病例；无新增疑似病例。 当日新增治愈出院病例87例，解除医学观察的密切接触者710人，重症病例减少4例。 境外输入现有确诊病例325例（含重症病例5例），现有疑似病例2例。累计确诊病例1676例，累计治愈出院病例1351例，无死亡病例。 截至5月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例395例（其中重症病例29例），累计治愈出院病例77853例，累计死亡病例4633例，累计报告确诊病例82881例，现有疑似病例2例。累计追踪到密切接触者735240人，尚在医学观察的密切接触者7152人。 31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者15例（无境外输入）；当日无转为确诊病例；当日解除医学观察30例（境外输入4例）；尚在医学观察无症状感染者947例（境外输入94例）。 累计收到港澳台地区通报确诊病例1523例。其中，香港特别行政区1040例（出院900例，死亡4例），澳门特别行政区45例（出院39例），台湾地区438例（出院334例，死亡6例）。
